Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
1021,Thứ 6,26/12/2025,,,,Đặc biệt: 213 603 || Giải nhất: 007 876 723 238 || Giải nhì: 869 958 229 522 592 208 || Giải ba: 284 258 162 455 955 379 127 964 713,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-12-2025.html,26/12/2025
1020,Thứ 4,24/12/2025,,,,Đặc biệt: 386 744 || Giải nhất: 752 672 688 395 || Giải nhì: 885 288 255 711 224 658 || Giải ba: 158 541 687 941 318 005 677 879 141,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-12-2025.html,24/12/2025
1019,Thứ 2,22/12/2025,,,,Đặc biệt: 973 492 || Giải nhất: 190 025 071 024 || Giải nhì: 720 676 842 756 700 482 || Giải ba: 608 880 937 216 335 176 647 130,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-12-2025.html,22/12/2025
1018,Thứ 6,19/12/2025,,,,Đặc biệt: 947 331 || Giải nhất: 038 653 371 396 || Giải nhì: 206 761 048 431 334 635 || Giải ba: 118 878 491 578 503 300 855 429 579,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-12-2025.html,19/12/2025
1017,Thứ 4,17/12/2025,,,,Đặc biệt: 743 340 || Giải nhất: 783 711 294 095 || Giải nhì: 747 363 257 095 366 028 || Giải ba: 297 628 442 330 415 088 396 971,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-12-2025.html,17/12/2025
1016,Thứ 2,15/12/2025,,,,Đặc biệt: 977 802 || Giải nhất: 621 016 804 919 || Giải nhì: 659 956 785 457 403 518 || Giải ba: 349 439 381 906 969 003 088 889,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-15-12-2025.html,15/12/2025
1015,Thứ 6,12/12/2025,,,,Đặc biệt: 901 891 || Giải nhất: 015 624 211 190 || Giải nhì: 819 182 246 524 961 252 || Giải ba: 176 797 570 036 046 800 902 535,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-12-12-2025.html,12/12/2025
1014,Thứ 4,10/12/2025,,,,Đặc biệt: 077 403 || Giải nhất: 037 111 437 793 || Giải nhì: 205 931 266 455 936 459 || Giải ba: 102 995 228 886 661 215 387 618 027,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-12-2025.html,10/12/2025
1013,Thứ 2,08/12/2025,,,,Đặc biệt: 409 280 || Giải nhất: 445 080 564 310 || Giải nhì: 128 440 337 900 720 511 380 || Giải ba: 114 237 213 845 224 223 082 267 692,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-08-12-2025.html,08/12/2025
1012,Thứ 6,05/12/2025,,,,Đặc biệt: 419 996 || Giải nhất: 380 123 931 417 || Giải nhì: 732 115 309 934 502 437 || Giải ba: 303 420 100 549 280 431 075 496,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-05-12-2025.html,05/12/2025
1011,Thứ 4,03/12/2025,,,,Đặc biệt: 887 163 || Giải nhất: 751 123 545 161 || Giải nhì: 438 813 929 984 033 924 || Giải ba: 085 957 274 772 892 333 849 532,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-12-2025.html,03/12/2025
1010,Thứ 2,01/12/2025,,,,Đặc biệt: 552 483 || Giải nhất: 163 086 616 262 || Giải nhì: 104 367 775 811 179 506 026 || Giải ba: 974 400 041 803 208 148 226 331,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-01-12-2025.html,01/12/2025
1009,Thứ 6,28/11/2025,,,,Đặc biệt: 824 652 || Giải nhất: 391 494 876 091 || Giải nhì: 338 398 416 913 877 669 || Giải ba: 065 945 805 490 284 422 511 577,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-28-11-2025.html,28/11/2025
1008,Thứ 4,26/11/2025,,,,Đặc biệt: 991 909 || Giải nhất: 184 831 604 333 || Giải nhì: 249 301 008 404 890 036 146 || Giải ba: 177 053 483 924 103 502 525 209 019,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-11-2025.html,26/11/2025
1007,Thứ 2,24/11/2025,,,,Đặc biệt: 034 842 || Giải nhất: 470 657 274 224 || Giải nhì: 397 062 566 736 033 221 || Giải ba: 107 913 843 625 574 963 543 406 835,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-11-2025.html,24/11/2025
1006,Thứ 6,21/11/2025,,,,Đặc biệt: 828 443 || Giải nhất: 756 107 559 004 || Giải nhì: 350 940 601 936 307 167 || Giải ba: 005 666 621 384 771 945 081 546,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-21-11-2025.html,21/11/2025
1005,Thứ 4,19/11/2025,,,,Đặc biệt: 049 288 || Giải nhất: 679 867 021 656 || Giải nhì: 560 799 773 606 061 871 || Giải ba: 528 325 914 796 750 057 273 652,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-19-11-2025.html,19/11/2025
1004,Thứ 2,17/11/2025,,,,Đặc biệt: 912 960 || Giải nhất: 143 951 305 868 037 || Giải nhì: 984 032 829 002 481 966 || Giải ba: 110 452 255 359 933 816 565 151 324,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-11-2025.html,17/11/2025
1003,Thứ 6,14/11/2025,,,,Đặc biệt: 089 353 || Giải nhất: 631 801 979 885 || Giải nhì: 759 442 402 864 325 625 || Giải ba: 423 453 551 890 131 298 270 875,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-14-11-2025.html,14/11/2025
1002,Thứ 4,12/11/2025,,,,Đặc biệt: 041 348 || Giải nhất: 134 572 249 534 || Giải nhì: 909 392 252 588 172 759 || Giải ba: 114 463 151 687 640 514 849 468,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-12-11-2025.html,12/11/2025
1001,Thứ 2,10/11/2025,,,,Đặc biệt: 394 850 || Giải nhất: 166 557 497 554 || Giải nhì: 606 874 460 221 905 717 || Giải ba: 108 769 494 723 296 515 479 551 221,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-11-2025.html,10/11/2025
1000,Thứ 6,07/11/2025,,,,Đặc biệt: 249 356 || Giải nhất: 394 080 397 331 || Giải nhì: 479 921 583 782 335 846 || Giải ba: 085 551 553 661 053 086 753 545,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-07-11-2025.html,07/11/2025
999,Thứ 4,05/11/2025,,,,Đặc biệt: 201 823 || Giải nhất: 090 588 710 403 || Giải nhì: 084 178 541 451 461 037 || Giải ba: 127 413 821 268 226 334 759 819 867,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-05-11-2025.html,05/11/2025
998,Thứ 2,03/11/2025,,,,Đặc biệt: 735 229 || Giải nhất: 310 851 600 057 || Giải nhì: 127 579 174 268 716 807 || Giải ba: 221 843 937 229 068 050 655 703,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-11-2025.html,03/11/2025
997,Thứ 6,31/10/2025,,,,Đặc biệt: 968 875 || Giải nhất: 087 954 812 083 || Giải nhì: 819 486 879 376 411 211 || Giải ba: 882 249 018 235 678 825 467 114,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-31-10-2025.html,31/10/2025
996,Thứ 4,29/10/2025,,,,Đặc biệt: 985 788 || Giải nhất: 526 142 276 535 || Giải nhì: 069 147 506 411 134 636 || Giải ba: 024 177 982 321 372 546 236 792,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-29-10-2025.html,29/10/2025
995,Thứ 2,27/10/2025,,,,Đặc biệt: 646 603 || Giải nhất: 836 193 006 602 || Giải nhì: 474 398 755 287 156 679 || Giải ba: 141 870 844 763 225 584 362 138 781,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-27-10-2025.html,27/10/2025
994,Thứ 6,24/10/2025,,,,Đặc biệt: 031 912 || Giải nhất: 457 864 528 239 || Giải nhì: 017 594 342 698 809 551 || Giải ba: 730 397 311 924 760 426 425 919,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-10-2025.html,24/10/2025
993,Thứ 4,22/10/2025,,,,Đặc biệt: 233 299 || Giải nhất: 546 079 602 100 || Giải nhì: 350 814 010 323 107 406 || Giải ba: 133 839 219 794 444 629 769 507 922,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-10-2025.html,22/10/2025
992,Thứ 2,20/10/2025,,,,Đặc biệt: 223 221 || Giải nhất: 327 272 229 462 || Giải nhì: 642 740 755 712 872 085 || Giải ba: 169 935 488 503 879 916 159 022 984,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-20-10-2025.html,20/10/2025
991,Thứ 6,17/10/2025,,,,Đặc biệt: 686 237 || Giải nhất: 473 107 156 428 || Giải nhì: 486 249 957 519 121 997 || Giải ba: 322 802 970 495 229 635 143 283,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-17-10-2025.html,17/10/2025
990,Thứ 4,15/10/2025,,,,Đặc biệt: 228 799 || Giải nhất: 772 541 415 719 || Giải nhì: 689 452 905 634 299 735 || Giải ba: 117 602 718 969 718 476 115 133 227,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-15-10-2025.html,15/10/2025
989,Thứ 2,13/10/2025,,,,Đặc biệt: 720 263 || Giải nhất: 757 452 627 258 || Giải nhì: 348 890 951 993 924 420 || Giải ba: 512 510 128 139 459 083 777 360,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-13-10-2025.html,13/10/2025
988,Thứ 6,10/10/2025,,,,Đặc biệt: 811 086 || Giải nhất: 656 503 940 390 || Giải nhì: 108 380 571 500 413 189 033 || Giải ba: 119 524 590 014 663 271 312 855 000,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-10-10-2025.html,10/10/2025
987,Thứ 4,08/10/2025,,,,Đặc biệt: 684 115 || Giải nhất: 166 551 827 022 || Giải nhì: 389 268 234 419 274 354 || Giải ba: 146 118 642 927 145 039 659 248 508,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-08-10-2025.html,08/10/2025
986,Thứ 2,06/10/2025,,,,Đặc biệt: 695 403 || Giải nhất: 880 010 296 290 || Giải nhì: 449 437 727 164 793 831 || Giải ba: 113 581 031 261 791 017 215 395 655,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-06-10-2025.html,06/10/2025
985,Thứ 6,03/10/2025,,,,Đặc biệt: 942 360 || Giải nhất: 914 174 119 442 || Giải nhì: 487 951 473 224 813 193 || Giải ba: 804 061 488 532 632 759 070 069,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-03-10-2025.html,03/10/2025
984,Thứ 4,01/10/2025,,,,Đặc biệt: 656 543 || Giải nhất: 527 458 036 719 || Giải nhì: 807 216 970 283 226 237 || Giải ba: 754 542 151 973 409 006 365 678,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-01-10-2025.html,01/10/2025
983,Thứ 2,29/09/2025,,,,Đặc biệt: 463 495 || Giải nhất: 891 788 253 600 || Giải nhì: 721 211 821 245 203 996 || Giải ba: 663 463 231 465 983 851 238 160,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-29-09-2025.html,29/09/2025
982,Thứ 6,26/09/2025,,,,Đặc biệt: 155 926 || Giải nhất: 930 843 333 532 || Giải nhì: 336 056 897 547 166 704 || Giải ba: 126 309 733 818 106 981 805 226 059,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-26-09-2025.html,26/09/2025
981,Thứ 4,24/09/2025,,,,Đặc biệt: 229 825 || Giải nhất: 467 775 312 135 || Giải nhì: 828 202 880 230 005 728 || Giải ba: 126 871 461 989 252 075 470 198 455,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-24-09-2025.html,24/09/2025
980,Thứ 2,22/09/2025,,,,Đặc biệt: 497 662 || Giải nhất: 845 117 888 769 || Giải nhì: 597 365 506 802 990 012 || Giải ba: 112 469 979 332 771 358 931 217 745,Max_3D,https://www.minhchinh.com/xs-max-3d-ket-qua-max-3d-ngay-22-09-2025.html,22/09/2025
