Ky,Ngay,Time,Main,Special,DisplayLines,Label,SourceUrl,SourceDate
1447,19/12/2025,,"1,21,36,42,43,44",,01 21 36 42 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-12-2025.html,19/12/2025
1446,17/12/2025,,"5,14,24,38,41,43",,05 14 24 38 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-12-2025.html,17/12/2025
1445,14/12/2025,,"8,11,13,16,28,32",,08 11 13 16 28 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-12-2025.html,14/12/2025
1444,12/12/2025,,"3,7,13,17,38,44",,03 07 13 17 38 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-12-2025.html,12/12/2025
1443,10/12/2025,,"7,18,22,29,30,36",,07 18 22 29 30 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-12-2025.html,10/12/2025
1442,07/12/2025,,"1,5,23,28,29,43",,01 05 23 28 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-12-2025.html,07/12/2025
1441,05/12/2025,,"2,19,23,37,42,43",,02 19 23 37 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-12-2025.html,05/12/2025
1440,03/12/2025,,"8,15,20,23,31,34",,08 15 20 23 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-12-2025.html,03/12/2025
1439,30/11/2025,,"7,13,26,30,34,42",,07 13 26 30 34 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-11-2025.html,30/11/2025
1438,28/11/2025,,"2,9,17,23,39,41",,02 09 17 23 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-11-2025.html,28/11/2025
1437,26/11/2025,,"2,8,15,19,30,38",,02 08 15 19 30 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-11-2025.html,26/11/2025
1436,23/11/2025,,"4,12,19,42,43,44",,04 12 19 42 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-11-2025.html,23/11/2025
1435,21/11/2025,,"8,11,18,25,28,35",,08 11 18 25 28 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-11-2025.html,21/11/2025
1434,19/11/2025,,"9,12,19,30,40,43",,09 12 19 30 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-11-2025.html,19/11/2025
1433,16/11/2025,,"15,20,31,33,34,45",,15 20 31 33 34 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-11-2025.html,16/11/2025
1432,14/11/2025,,"3,10,15,27,41,42",,03 10 15 27 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-11-2025.html,14/11/2025
1431,12/11/2025,,"16,24,29,37,40,44",,16 24 29 37 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-11-2025.html,12/11/2025
1430,09/11/2025,,"13,23,27,30,37,43",,13 23 27 30 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-11-2025.html,09/11/2025
1429,07/11/2025,,"3,4,20,28,39,42",,03 04 20 28 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-11-2025.html,07/11/2025
1428,05/11/2025,,"2,9,18,25,30,31",,02 09 18 25 30 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-11-2025.html,05/11/2025
1427,02/11/2025,,"3,7,12,20,30,44",,03 07 12 20 30 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-11-2025.html,02/11/2025
1426,31/10/2025,,"3,10,31,34,36,43",,03 10 31 34 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-10-2025.html,31/10/2025
1425,29/10/2025,,"7,26,35,39,41,42",,07 26 35 39 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-10-2025.html,29/10/2025
1424,26/10/2025,,"18,30,34,42,43,45",,18 30 34 42 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-10-2025.html,26/10/2025
1423,24/10/2025,,"2,11,24,31,32,38",,02 11 24 31 32 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-10-2025.html,24/10/2025
1422,22/10/2025,,"5,11,12,24,28,44",,05 11 12 24 28 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-10-2025.html,22/10/2025
1421,19/10/2025,,"16,17,25,26,28,37",,16 17 25 26 28 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-10-2025.html,19/10/2025
1420,17/10/2025,,"15,17,18,26,31,42",,15 17 18 26 31 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-10-2025.html,17/10/2025
1419,15/10/2025,,"1,6,18,20,29,40",,01 06 18 20 29 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-10-2025.html,15/10/2025
1418,12/10/2025,,"4,10,16,20,28,34",,04 10 16 20 28 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-10-2025.html,12/10/2025
1417,10/10/2025,,"4,5,25,34,39,43",,04 05 25 34 39 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-10-2025.html,10/10/2025
1416,08/10/2025,,"8,10,11,18,23,32",,08 10 11 18 23 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-10-2025.html,08/10/2025
1415,05/10/2025,,"5,14,22,28,32,39",,05 14 22 28 32 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-10-2025.html,05/10/2025
1414,03/10/2025,,"29,31,32,33,34,35",,29 31 32 33 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-10-2025.html,03/10/2025
1413,01/10/2025,,"3,6,7,19,30,35",,03 06 07 19 30 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-10-2025.html,01/10/2025
1412,28/09/2025,,"8,13,18,26,36,39",,08 13 18 26 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-09-2025.html,28/09/2025
1411,26/09/2025,,"12,17,19,27,28,36",,12 17 19 27 28 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-09-2025.html,26/09/2025
1410,24/09/2025,,"3,5,17,31,32,40",,03 05 17 31 32 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-09-2025.html,24/09/2025
1409,21/09/2025,,"2,3,6,21,28,38",,02 03 06 21 28 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-09-2025.html,21/09/2025
1408,19/09/2025,,"4,6,17,18,28,41",,04 06 17 18 28 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-09-2025.html,19/09/2025
1407,17/09/2025,,"11,23,25,35,38,45",,11 23 25 35 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-09-2025.html,17/09/2025
1406,14/09/2025,,"3,6,9,10,30,37",,03 06 09 10 30 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-09-2025.html,14/09/2025
1405,12/09/2025,,"17,22,24,37,42,43",,17 22 24 37 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-09-2025.html,12/09/2025
1404,10/09/2025,,"7,10,18,20,24,36",,07 10 18 20 24 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-09-2025.html,10/09/2025
1403,07/09/2025,,"6,29,30,39,42,44",,06 29 30 39 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-09-2025.html,07/09/2025
1402,05/09/2025,,"1,10,20,22,41,43",,01 10 20 22 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-09-2025.html,05/09/2025
1401,03/09/2025,,"14,21,23,28,44,45",,14 21 23 28 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-09-2025.html,03/09/2025
1400,31/08/2025,,"3,4,14,30,32,38",,03 04 14 30 32 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-08-2025.html,31/08/2025
1399,29/08/2025,,"2,4,10,24,35,36",,02 04 10 24 35 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-08-2025.html,29/08/2025
1398,27/08/2025,,"3,11,18,39,40,42",,03 11 18 39 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-08-2025.html,27/08/2025
1397,24/08/2025,,"2,9,20,28,32,43",,02 09 20 28 32 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-08-2025.html,24/08/2025
1396,22/08/2025,,"1,9,10,13,37,39",,01 09 10 13 37 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-08-2025.html,22/08/2025
1395,20/08/2025,,"4,9,27,32,38,42",,04 09 27 32 38 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-08-2025.html,20/08/2025
1394,17/08/2025,,"15,24,26,29,31,42",,15 24 26 29 31 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-08-2025.html,17/08/2025
1393,15/08/2025,,"5,22,27,36,43,45",,05 22 27 36 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-08-2025.html,15/08/2025
1392,13/08/2025,,"10,15,28,30,35,45",,10 15 28 30 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-08-2025.html,13/08/2025
1391,10/08/2025,,"13,21,26,28,31,35",,13 21 26 28 31 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-08-2025.html,10/08/2025
1390,08/08/2025,,"11,17,20,26,27,38",,11 17 20 26 27 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-08-2025.html,08/08/2025
1389,06/08/2025,,"3,12,14,18,29,34",,03 12 14 18 29 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-08-2025.html,06/08/2025
1388,03/08/2025,,"5,14,24,26,37,43",,05 14 24 26 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-08-2025.html,03/08/2025
1387,01/08/2025,,"5,29,30,31,36,38",,05 29 30 31 36 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-08-2025.html,01/08/2025
1386,30/07/2025,,"2,3,6,16,26,34",,02 03 06 16 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-07-2025.html,30/07/2025
1385,27/07/2025,,"1,9,12,27,39,45",,01 09 12 27 39 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-07-2025.html,27/07/2025
1384,25/07/2025,,"20,30,34,35,38,39",,20 30 34 35 38 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-07-2025.html,25/07/2025
1383,23/07/2025,,"24,26,29,32,37,44",,24 26 29 32 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-07-2025.html,23/07/2025
1382,20/07/2025,,"11,13,14,20,37,42",,11 13 14 20 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-07-2025.html,20/07/2025
1381,18/07/2025,,"7,22,24,28,42,45",,07 22 24 28 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-07-2025.html,18/07/2025
1380,16/07/2025,,"6,11,14,19,21,42",,06 11 14 19 21 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-07-2025.html,16/07/2025
1379,13/07/2025,,"9,17,22,27,35,36",,09 17 22 27 35 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-07-2025.html,13/07/2025
1378,11/07/2025,,"11,20,22,24,43,45",,11 20 22 24 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-07-2025.html,11/07/2025
1377,09/07/2025,,"7,8,30,32,33,44",,07 08 30 32 33 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-07-2025.html,09/07/2025
1376,06/07/2025,,"5,8,13,23,36,45",,05 08 13 23 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-07-2025.html,06/07/2025
1375,04/07/2025,,"7,9,21,29,41,45",,07 09 21 29 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-07-2025.html,04/07/2025
1374,02/07/2025,,"12,16,21,28,34,41",,12 16 21 28 34 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-07-2025.html,02/07/2025
1373,29/06/2025,,"10,23,25,26,27,28",,10 23 25 26 27 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-06-2025.html,29/06/2025
1372,27/06/2025,,"9,14,26,30,44,45",,09 14 26 30 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-06-2025.html,27/06/2025
1371,25/06/2025,,"8,10,26,29,35,39",,08 10 26 29 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-06-2025.html,25/06/2025
1370,22/06/2025,,"1,9,14,20,34,41",,01 09 14 20 34 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-06-2025.html,22/06/2025
1369,20/06/2025,,"2,8,18,22,26,29",,02 08 18 22 26 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-06-2025.html,20/06/2025
1368,18/06/2025,,"19,23,24,26,36,41",,19 23 24 26 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-06-2025.html,18/06/2025
1367,15/06/2025,,"15,16,22,23,29,32",,15 16 22 23 29 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-06-2025.html,15/06/2025
1366,13/06/2025,,"1,13,19,28,30,36",,01 13 19 28 30 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-06-2025.html,13/06/2025
1365,11/06/2025,,"10,13,22,27,41,45",,10 13 22 27 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-06-2025.html,11/06/2025
1364,08/06/2025,,"6,17,18,19,31,37",,06 17 18 19 31 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-06-2025.html,08/06/2025
1363,06/06/2025,,"24,26,35,39,41,45",,24 26 35 39 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-06-2025.html,06/06/2025
1362,04/06/2025,,"11,23,26,27,29,32",,11 23 26 27 29 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-06-2025.html,04/06/2025
1361,01/06/2025,,"9,24,29,37,42,44",,09 24 29 37 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-06-2025.html,01/06/2025
1360,30/05/2025,,"4,7,12,35,37,41",,04 07 12 35 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-05-2025.html,30/05/2025
1359,28/05/2025,,"17,22,23,28,31,41",,17 22 23 28 31 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-05-2025.html,28/05/2025
1358,25/05/2025,,"5,14,23,24,28,44",,05 14 23 24 28 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-05-2025.html,25/05/2025
1357,23/05/2025,,"2,4,15,16,29,43",,02 04 15 16 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-05-2025.html,23/05/2025
1356,21/05/2025,,"2,13,14,21,24,30",,02 13 14 21 24 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-05-2025.html,21/05/2025
1355,18/05/2025,,"6,7,17,27,30,42",,06 07 17 27 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-05-2025.html,18/05/2025
1354,16/05/2025,,"5,9,14,22,32,44",,05 09 14 22 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-05-2025.html,16/05/2025
1353,14/05/2025,,"19,24,27,37,44,45",,19 24 27 37 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-05-2025.html,14/05/2025
1352,11/05/2025,,"13,15,17,22,28,43",,13 15 17 22 28 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-05-2025.html,11/05/2025
1351,09/05/2025,,"1,7,9,34,40,42",,01 07 09 34 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-05-2025.html,09/05/2025
1350,07/05/2025,,"8,27,28,31,34,40",,08 27 28 31 34 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-05-2025.html,07/05/2025
1349,04/05/2025,,"6,7,8,9,12,29",,06 07 08 09 12 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-05-2025.html,04/05/2025
1348,02/05/2025,,"3,7,32,37,42,45",,03 07 32 37 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-05-2025.html,02/05/2025
